user_name,user_url,rating_num,comment_time,content,vote_count,attitude
大风起兮云飞扬,https://www.douban.com/people/215578140/,user-stars allstar20 rating,2020/6/12,嗓子怎么毁成这样了？这还是当年那个唱《搁浅》的周杰伦吗？有《迷迭香》那味了，但远不如《迷迭香》好听，《迷迭香》我听了好几年还听不腻，这首歌却不想再听第三遍。抱着《以父之名》《东风破》般的高期待，没想到结果却是这样的令人失望，唉。。。,3,0
艾软斯,https://www.douban.com/people/42048988/,user-stars allstar20 rating,2020/6/12,就这？懒猪,1,0
相叶苏打叭,https://www.douban.com/people/summerhj1991/,user-stars allstar30 rating,2020/6/12,是悦耳的，但也是常规的。失望的应该是对天王寄希望太高了罢。,1,0
J,https://www.douban.com/people/jellywu/,user-stars allstar50 rating,2020/6/12,太棒了,0,2
时间的玫瑰,https://www.douban.com/people/margaret_wmx/,user-stars allstar30 rating,2020/6/12,想起来跟阁主在顺德，找小酒馆喝mojito的日子。出来了还没过瘾，又去拿了两瓶菠萝啤酒。听完之后果断去找Chan Chan来听，啊，老爷子的声音永远无敌。,0,2
吃个果冻,https://www.douban.com/people/181261662/,user-stars allstar50 rating,2020/6/12,mojito 源自古巴一种鸡尾酒 清朗明快 愉悦舒爽 加上杰伦新歌的饶舌搭配爵士， 这个夏天 依然有我们的周氏惬意,10,2
深海晶N’深海鱼,https://www.douban.com/people/Chabon/,user-stars allstar30 rating,2020/6/12,小公举改变风格了。,0,1
TERRY,https://www.douban.com/people/4582598/,user-stars allstar20 rating,2020/6/12,这么说吧，今天听完这首刚好歌单跳到了侃爷的dark fantasy，那句“can we get much higher”出来的时候——很多伤害都是对比出来的。。,0,1
Ignorabimus,https://www.douban.com/people/174275084/,user-stars allstar30 rating,2020/6/12,三星半？,0,1
horsebaby,https://www.douban.com/people/48049450/,user-stars allstar20 rating,2020/6/12,可能杰伦发ins说这次新歌有点厉害，把我的期待值拔高了吧，结果就这？？？非常套路化，平淡如白开水的mojito,2,0
nick??,https://www.douban.com/people/dearnick/,,2020/6/12,ε=ε=ε=ε=ε=ε=┌(;￣◇￣)┘,0,1
羊小乔,https://www.douban.com/people/joyceyyf/,user-stars allstar30 rating,2020/6/12,hin一般吧……,1,1
李厂长??,https://www.douban.com/people/53965857/,user-stars allstar40 rating,2020/6/12,我喜欢曲子，歌词什么玩意儿，油腻死了,1,1
开飞机的舒克申,https://www.douban.com/people/llefan/,user-stars allstar50 rating,2020/6/12,多久没有听到这么好听的周氏甜歌了。,4,2
虫虫,https://www.douban.com/people/Rolin/,user-stars allstar40 rating,2020/6/12,看到标题心里一惊 觉得啊周杰伦又去旅游顺便写了一首随便的歌儿 听了以后倒是不难听,1,1
昏昏糕??,https://www.douban.com/people/SOLAR250/,user-stars allstar30 rating,2020/6/12,？有一丝丝迷惑 拉普我仍然??????????,0,0
萧萧,https://www.douban.com/people/2782582/,user-stars allstar30 rating,2020/6/12,作为口水歌还是合格的,2,0
威风凛凛白公子,https://www.douban.com/people/144943121/,user-stars allstar30 rating,2020/6/12,有点红磨坊,0,0
糸雀,https://www.douban.com/people/80338166/,,2020/6/12,「而你是文學家筆下的那片海」2333（歌詞笑暈@.@,0,0
（?????）,https://www.douban.com/people/29219326/,user-stars allstar20 rating,2020/6/12,很一般 两星都是建立在我对他曾经的喜欢上,0,0
tierra,https://www.douban.com/people/tierra/,user-stars allstar30 rating,2020/6/12,嗯 就是 还行,0,0
麦小白,https://www.douban.com/people/MagicK/,user-stars allstar40 rating,2020/6/12,就很周杰伦啊，各大商场、食铺、小店又有新的背景乐了。,0,1
伯樵·阿苏勒,https://www.douban.com/people/yuanzhigao_0/,user-stars allstar20 rating,2020/6/12,哈瓦那旅游局指定广告,2,1
小公园还在吗,https://www.douban.com/people/155697123/,user-stars allstar30 rating,2020/6/12,前几天就看到一个初中同学在朋友圈说他要发新歌了，想起来我曾经也很喜欢很喜欢过周杰伦，但现在对他的新歌基本不抱什么期待了，这首最多也只让我想到《迷迭香》而已。拥有幸福的生活，对他来说是好的，对爱他的人来说是好的，但对爱过他音乐的人来说，可能就是某种无奈的失去。年少轻狂的，感时伤怀的，深刻的句子和旋律，这些带有天生美感的东西，往往是从痛苦里生长出来的。,12,1
致远静,https://www.douban.com/people/sunshineonlyme/,user-stars allstar50 rating,2020/6/12,炎热的夏季，听这样轻快活泼的节奏忍不住一起摇摆，多么甜蜜蜜的一首歌～周杰伦是唯一发胖了还没有油腻感的艺人。,0,2
阿蘭,https://www.douban.com/people/51667439/,user-stars allstar30 rating,2020/6/12,哇还是那个周杰伦，不看歌词完全不知道在唱什么,0,1
Sora,https://www.douban.com/people/soildsnake/,user-stars allstar30 rating,2020/6/12,新专辑在哪里！,1,1
Aqua Wong,https://www.douban.com/people/Toxicboy1986/,user-stars allstar30 rating,2020/6/12,就这样吧,1,0
_lobjetpetita_,https://www.douban.com/people/166517933/,user-stars allstar30 rating,2020/6/12,周董是爱上这种“支付宝到账三元”响一整晚的感觉了吗,5,1
蔡谬思,https://www.douban.com/people/146847340/,user-stars allstar20 rating,2020/6/12,分类拉丁笑死,1,0
气清景明雨纷纷,https://www.douban.com/people/159394498/,user-stars allstar50 rating,2020/6/12,看了下热评里的差评。其实，我完全不懂什么拉丁曲风，什么各种形形色色的专业术语，从专业方面来评价这首歌，我连幼儿园的水平都没有，所以，我选择闭嘴，只说自己的主观感受。在我眼里，这首歌最适合播放的时候也就像是MV里的那样，夏日，打开车窗，手握方向盘，在林间蜿蜒前行，感受林间凉风在耳畔鼓鼓作响，我在方向盘后跟着节奏摇摆。开车乐单，再添一首(?￣???￣??),5,2
月夜小恶魔,https://www.douban.com/people/kira1010/,user-stars allstar40 rating,2020/6/12,我胖伦又回来了！,0,2
????????,https://www.douban.com/people/188740621/,user-stars allstar10 rating,2020/6/12,hhh,0,1
雪凌nicole,https://www.douban.com/people/35817763/,user-stars allstar40 rating,2020/6/12,甜甜的，古巴风，编曲明明很有诚意嘛，mv好看，想去旅行啊,0,2
豌豆大人,https://www.douban.com/people/oscar892486279/,user-stars allstar30 rating,2020/6/12,还记得一个朋友听完《悬日》后，对我说田馥甄这些年没有一点进步。结果我刚看到他在朋友圈分享了《Mojito》。感觉很多人对男歌手的包容度真是蛮高的。,0,0
朝歌。,https://www.douban.com/people/133757428/,user-stars allstar30 rating,2020/6/12,编曲不错，mv全程关注后面伴舞的两个黄毛小子，还有比他们更像穿着花衬衫模仿当地风情的中国游客吗？？,1,2
ark,https://www.douban.com/people/quarkocean/,user-stars allstar10 rating,2020/6/12,和迷迭香比 曲风单调无趣毫无高级玩味感 和窃爱比（因为都是同一个作词）mojito真的有一种俗气到底的感觉 这不是江郎才尽 这只是玩票 专辑大约也是合集大礼包,2,0
THE9-宫斜效凉,https://www.douban.com/people/198681616/,user-stars allstar30 rating,2020/6/12,我觉得...比《说好不哭》好一点？中规中矩的水平吧 mv的玫粉色车真的很瞎眼 只想说我的青春真的不是周杰伦 有人说要多听几遍就好听了 额 要我花时间多听听这首歌 那我还是选择《迷迭香》,2,1
夏日裤裤,https://www.douban.com/people/riraku/,user-stars allstar20 rating,2020/6/12,曲子有争议，编曲没新意，rap是累赘，mv土，50%迷迭香,1,0
取映,https://www.douban.com/people/138446199/,user-stars allstar40 rating,2020/6/12,Rap那一段很出彩,0,2
Jasper,https://www.douban.com/people/jasper1923/,user-stars allstar30 rating,2020/6/12,比前几首好听多了，就是MV难看了点,0,2
二级布洛芬,https://www.douban.com/people/169531443/,user-stars allstar30 rating,2020/6/12,多一星给副歌，就酱。,1,0
方氏修远甫,https://www.douban.com/people/156127104/,user-stars allstar30 rating,2020/6/12,比前面几首歌好太多了 比前面几张专辑差多了,1,1
北极熊,https://www.douban.com/people/vickiee77/,user-stars allstar10 rating,2020/6/12,整这么高 莫吉托 八耶喝嘞 损憋死,1,0
Asprincedier,https://www.douban.com/people/66163956/,user-stars allstar20 rating,2020/6/12,就这？,0,0
皱皱的果洛,https://www.douban.com/people/zzdgl/,user-stars allstar50 rating,2020/6/12,完全和辣身舞2想不到一起去的浪漫表达。最近我沉迷于周杰伦作品回顾。,0,0
redcoin,https://www.douban.com/people/70788416/,user-stars allstar20 rating,2020/6/12,真会赚钱,1,0
Dear Dear,https://www.douban.com/people/xiaobei1116/,user-stars allstar30 rating,2020/6/12,这歌无法上头,1,0
HADES.WIN,https://www.douban.com/people/160373773/,user-stars allstar50 rating,2020/6/12,暂不对这首歌进行点评。音乐这东西就和球鞋一样，在你没了解之前，请不要轻易打分。,0,1
你说呢嗯,https://www.douban.com/people/185931243/,user-stars allstar10 rating,2020/6/12,跟他前面两首新歌一样的问题，还是让我觉得失望,1,0
李非烟,https://www.douban.com/people/57534338/,user-stars allstar30 rating,2020/6/12,只能说比之前好了 但是要回到再之前首首神曲地步感觉不可能了 果然失恋伤心不如意是艺术家创作的源泉啊,0,1
机智如我冯宝宝,https://www.douban.com/people/156444316/,user-stars allstar50 rating,2020/6/12,单就旋律来说是这几年最耐听的，歌词再不济也比“哥练的胸肌如果你还想靠，好胆你就麦造”强一千倍一万倍十万倍，不过mv确定不是陈赫拍的？,1,1
逸,https://www.douban.com/people/leo1218/,user-stars allstar30 rating,2020/6/12,中年杰伦音乐下坡路又一代表作。,1,0
千千千,https://www.douban.com/people/82846752/,user-stars allstar30 rating,2020/6/12,单听歌还好，MV挺糊弄的。杰伦的歌想说的事没有了，我也不知道该听啥。,1,1
承泽明,https://www.douban.com/people/4075446/,user-stars allstar20 rating,2020/6/12,低配版「迷迭香」，曲尚可，词好烂。,1,0
醉舟,https://www.douban.com/people/1991817/,user-stars allstar20 rating,2020/6/12,寡淡无味…,1,0
PsychoMiss9,https://www.douban.com/people/violette9/,user-stars allstar40 rating,2020/6/12,Summer vibes!,0,2
7%,https://www.douban.com/people/14306703/,user-stars allstar30 rating,2020/6/12,……看得出周杰伦婚姻很幸福，只是他没完全把心思放在创作上，可以理解。比说好不哭好听。,2,1
1874,https://www.douban.com/people/wendynite/,user-stars allstar30 rating,2020/6/12,告白气球+乌克丽丽+迷迭香？,2,0
江湖骗子,https://www.douban.com/people/178719776/,user-stars allstar50 rating,2020/6/12,所有喜欢的元素和一个超喜欢的成品,0,2
yuan,https://www.douban.com/people/yuannnnnnn/,user-stars allstar10 rating,2020/6/12,什么玩意儿。,2,0
Jayeor,https://www.douban.com/people/193084809/,user-stars allstar50 rating,2020/6/12,是以前那种暧昧的风格了！比近几年的单曲好太多，希望理性看待这首歌！,24,2
小宗,https://www.douban.com/people/119873176/,user-stars allstar20 rating,2020/6/12,天额，白期待了....,9,0
waiwaiyuan,https://www.douban.com/people/enjoyjennyaa/,user-stars allstar20 rating,2020/6/12,就这？,1,0
popok,https://www.douban.com/people/popok/,user-stars allstar40 rating,2020/6/12,没啥新意，又很朴素。主要对他期望一直很高。讲道理按他这几年随便糊弄的作风来看，已经是非常好听的一首了。P.S.印象从八度空间开始，每次新作都会被喷江郎才尽hhhh,0,1
刺猬ツ,https://www.douban.com/people/cactus1992/,user-stars allstar20 rating,2020/6/12,遭受连续失望暴击！,1,0
盛丁满*小九,https://www.douban.com/people/1985464/,user-stars allstar30 rating,2020/6/12,就是一张专辑中A面第三首或B面第1首的水平吧,0,1
澳大利亚喂袋鼠,https://www.douban.com/people/18021724/,user-stars allstar30 rating,2020/6/12,中年本身不油腻 油腻的是不负责任地以为自己还很青春,1,0
是啊你真搞笑,https://www.douban.com/people/69272164/,,2020/6/12,好喜欢听他拉那个什么普??,1,2
郁金故纸,https://www.douban.com/people/129517731/,user-stars allstar40 rating,2020/6/12,我也想去哈瓦那,1,2
老青菜。,https://www.douban.com/people/papa_guo/,user-stars allstar20 rating,2020/6/12,啥玩意儿！respect to old time 周杰伦，现在的周先生就是老婆孩子热炕头，看看人家蔡依林有多努力创新好吗！,2,0
漫长的告别,https://www.douban.com/people/133197838/,user-stars allstar40 rating,2020/6/12,第一感觉是周董的才华回来了，有点像古早曲风，尤其是那段rap让我感觉我的青春回来了。 没有人比周杰伦更懂夏天，没有人比周杰伦更会中文rap。 但是藏在大量评论里小声说一句，只有rap的一句话抓住了我的耳朵，和巅峰时期的歌还是差了一点点。,1,2
范小饭。,https://www.douban.com/people/45450217/,user-stars allstar20 rating,2020/6/12,比起哥的胸肌让你靠，走个套路还能勉强得2星。2.5,1,0
小江湖骗子林羽竹,https://www.douban.com/people/linyuzhu/,user-stars allstar50 rating,2020/6/12,梦回2006,39,2
---,https://www.douban.com/people/56492265/,user-stars allstar30 rating,2020/6/12,迷迭香2.0 ？？？,0,0
盛夏光年,https://www.douban.com/people/52762453/,user-stars allstar20 rating,2020/6/12,mv导演是和twice用的一个？,1,1
粵語殘片,https://www.douban.com/people/EvanChouu/,user-stars allstar20 rating,2020/6/12,老老实实拍周游记吧，情怀不能当饭吃,1,0
徐习之,https://www.douban.com/people/hello2witch/,user-stars allstar30 rating,2020/6/12,可以了，下一首。,1,1
腩评碗盅,https://www.douban.com/people/moehippo/,user-stars allstar30 rating,2020/6/12,新瓶旧酒,1,0
HS,https://www.douban.com/people/208742467/,user-stars allstar50 rating,2020/6/12,五星就完事了,1,2
嗷嗷の小叶子,https://www.douban.com/people/wendy93225/,user-stars allstar30 rating,2020/6/12,就害行吧...花了3块买了，放那儿。继续听十七八年前的歌,2,1
咔咔茜笑一个,https://www.douban.com/people/pengxieve/,user-stars allstar30 rating,2020/6/12,我为了杰伦开了扣扣音乐会员 然后建了一个歌单 然后加歌进去的时候发现 加入的都是他曾经的老歌 其实在摩羯座以后的歌我就觉得不太行了 杰伦是青春 是情怀 同时 也是怀念,0,1
温柔的不良,https://www.douban.com/people/174592354/,user-stars allstar50 rating,2020/6/12,虽然容易听着听着拐到其他歌上……但是确实有mojito的味道！而且！他们穿的都是我想穿的那种花衬衫！都在哪里买的啊！,3,1
薄明,https://www.douban.com/people/yukim0119/,user-stars allstar50 rating,2020/6/12,爱迷迭香我本人太可以了,0,2
暗灵杀不死,https://www.douban.com/people/3830662/,user-stars allstar20 rating,2020/6/12,mv看得我眼睛疼,1,0
妮可Gay得慢,https://www.douban.com/people/49383195/,user-stars allstar30 rating,2020/6/12,希望身边的盆友们听完这首歌之后不要再读错mojito了。。。,2,1
江湖骗子,https://www.douban.com/people/60413359/,user-stars allstar50 rating,2020/6/12,夏日歌单再加一首，和豆瓣文青取向不同，我就不爱苦情歌夏天就该欢快一点。,2,2
Wittgenstein,https://www.douban.com/people/izzn/,user-stars allstar20 rating,2020/6/12,平庸就是平庸 该夸的夸 不要被自己时代滤镜遮眼,2,1
Jack Zhao,https://www.douban.com/people/JackZhao666/,user-stars allstar30 rating,2020/6/12,虽然短，起码能听出诚意，词也很黄俊郎，有前世情人的感觉，比靠胸肌和说好别笑好不少，但谁让你是周杰伦呢… 新专辑好好写吧，起码床边故事水准行不行??,0,1
Yagami??,https://www.douban.com/people/44669188/,user-stars allstar20 rating,2020/6/12,就那样吧，反复吃老本，幸福生活真是创作的坟墓。,1,0
Sтing,https://www.douban.com/people/Killsting/,user-stars allstar40 rating,2020/6/12,终于比前几首好多了。,26,2
翯莹,https://www.douban.com/people/why_514/,user-stars allstar30 rating,2020/6/12,老年拉丁,1,0
亡招菌,https://www.douban.com/people/wangzhaojun/,user-stars allstar50 rating,2020/6/12,Jay is back TT,0,2
寒马,https://www.douban.com/people/kivenzhao/,user-stars allstar40 rating,2020/6/12,感觉像是中年人会在KTV里面点的歌曲,0,1
不爱洗头,https://www.douban.com/people/adeus/,user-stars allstar40 rating,2020/6/12,这是一杯送给爱人的mojito，也是献给她的一封情书。第一句能抓住人，AABBB+饶舌+CC的结构，没有间奏的设计也非常妙，词还不算很俗。这轻快舞曲风格很适合暖场。,0,2
Azurazure,https://www.douban.com/people/205550018/,user-stars allstar40 rating,2020/6/12,夏天的独家放送 喜欢MV 好像看到年轻的JayChou,1,2
灰色堡垒,https://www.douban.com/people/hanqiu1995/,user-stars allstar30 rating,2020/6/12,前几年我还看到有人问周杰伦为什么不努力向世界水准靠拢，但是到了现在，大家的精神都变得很弱，做事变得很难，似乎也没有必要——当做什么都没发生过，没心没肺地快乐，不是会活得更舒服吗？于是他懒懒地振作精神，落下了一缕余晖。,3,1
雨点很淡,https://www.douban.com/people/Bluewhisky/,user-stars allstar50 rating,2020/6/12,爷青回,0,1
Jorrow,https://www.douban.com/people/48480567/,user-stars allstar30 rating,2020/6/12,rap开始才渐入佳境，很快歌又结束了... 最近几个单曲最佳。,0,2
迟迟归,https://www.douban.com/people/65407707/,user-stars allstar40 rating,2020/6/12,是好听的～喜欢,2,2
鲸鱼岛上??,https://www.douban.com/people/179664440/,user-stars allstar30 rating,2020/6/12,rap有内味,1,2
Isopod,https://www.douban.com/people/91513008/,user-stars allstar20 rating,2020/6/12,…,1,0
暂时注销,https://www.douban.com/people/homesicks/,user-stars allstar30 rating,2020/6/12,跟前几首比还是不错的（ 不要求太高,0,1
辉机起飞了,https://www.douban.com/people/54998992/,user-stars allstar50 rating,2020/6/12,我喜欢～,2,2
如风,https://www.douban.com/people/54193737/,user-stars allstar50 rating,2020/6/12,这杯酒非常上头??然后不出意外地在任何评论区都看到了对立。听歌为什么还要上纲上线呢？你为什么听歌呢：为了快乐还是为了抬杠？当然不排除有的人能从抬杠中获得乐趣。杰伦写了歌 能发表 就能接受好评与差评。杰迷允许自己喜欢杰伦和他的音乐 就也应该允许别人不喜欢杰伦或他的音乐。发泄情绪总是最简单的事情。只希望大家不管爱听还是不爱听、为什么爱听为什么不爱听 都理性一点 容人一点 互相尊重一点。,2,2
艾斯本格,https://www.douban.com/people/wbsiceberg/,user-stars allstar40 rating,2020/6/12,想和爱人一起哈瓦那漫步,0,2
猹無此人??,https://www.douban.com/people/147408856/,user-stars allstar30 rating,2020/6/12,比前几支单曲好听。全曲亮点就是rap。但是太短了。副歌一般般,0,1
肉肉肉肉肉肉肉,https://www.douban.com/people/honeyhh/,user-stars allstar30 rating,2020/6/12,为什么对他要求要这么高 一大早在塞车路上听还挺欢乐的,1,1
故溪歇雨,https://www.douban.com/people/58002318/,user-stars allstar30 rating,2020/6/12,比前几首不知道在干啥的单曲好多了，最好听的是rap！而且周董竟然奇迹般瘦下来了……这首歌特别容易注意到周杰伦的真假音转换，高音唱得很费劲，唱腔太白让人担心会破音……主歌的编曲有点偷懒，是那种很容易记住旋律但没什么创新的调调。掉回头去重温了《迷迭香》，才意识到周董的嗓子是不如从前了啊。,2,2
颓废市民,https://www.douban.com/people/182162434/,user-stars allstar50 rating,2020/6/12,黑子就是现实生活中的loser而且他们蒸煮的歌都是靠修音，除了修音还是修音，和周杰伦现场差了无数个十万八千里，新歌好听就vans，再一句才尽脸给你打歪,1,2
ALLEN_WANG,https://www.douban.com/people/185309493/,user-stars allstar30 rating,2020/6/12,刚过及格线的作品 周董粉丝讽刺用“周郎才尽”形容周董是话术已尽，然一味的吹捧和那些流量粉又有何区别，同样是活在粉圈嘛！,2,1
Moonhead,https://www.douban.com/people/44221474/,user-stars allstar40 rating,2020/6/12,杰伦肯定听过Buena Vista Social Club,0,1
越过几世纪的河,https://www.douban.com/people/116296268/,user-stars allstar50 rating,2020/6/12,没办法不喜欢 不想去骂了 好好享受你给予的这个夏天吧,3,0
SchattenLos,https://www.douban.com/people/3634287/,user-stars allstar40 rating,2020/6/12,这首算是这些年发的新歌里最好听的了吧,0,1
wild life,https://www.douban.com/people/139602082/,user-stars allstar40 rating,2020/6/12,有点以前的感觉了，但是又感觉少了点特色,0,1
猫的烟火尾巴,https://www.douban.com/people/Firework_woo/,user-stars allstar40 rating,2020/6/12,三星半，编曲借助古巴音乐有了些许年轻时代的华丽，唱的部分除了中间的rap也很悦耳，歌词水准略差，属于近几年里的一首水准之上的佳作，但远不及巅峰时期的创造力。但那也是没办法的事了。,0,1
nana_ko2,https://www.douban.com/people/137623076/,user-stars allstar40 rating,2020/6/12,想起迷迭香? ?,1,0
萧独水,https://www.douban.com/people/lovejason87/,user-stars allstar50 rating,2020/6/12,个人特点仍然突出，一生粉,2,2
烏鴉地板,https://www.douban.com/people/36104994/,user-stars allstar30 rating,2020/6/12,在古巴待着的时候，每天喝无限量供应的廉价mojito喝到半夜，回家之后每天都特想喝酒，现在想想可能是酗酒的前兆……,1,1
儿童食品有益健,https://www.douban.com/people/patrickwolf/,user-stars allstar20 rating,2020/6/12,如果说“你什么都没有，却还为别人的梦想加油”歪打正着地道出了追星之真谛，那粉红滤镜下的Mojito就纯粹是七拼八凑的一杯香精了,1,2
huahua1925,https://www.douban.com/people/45664779/,user-stars allstar20 rating,2020/6/12,实在是.....一言难尽,1,0
信马由缰,https://www.douban.com/people/194002256/,user-stars allstar10 rating,2020/6/12,ex这都啥呢，《havana》不秒杀了？评论说好听是认真的？周董也是越来越完蛋！,2,0
小油飞,https://www.douban.com/people/neverbutterfly/,,2020/6/12,哪位友邻说的来着，真的超像老版美少女战士主题曲啊??,0,0
DoublePlusGood,https://www.douban.com/people/ShiboAtDouban/,user-stars allstar30 rating,2020/6/12,拉丁风格带来一点新鲜感，但很快也就忘记了。,0,1
渺渺笑笑,https://www.douban.com/people/ltgov/,user-stars allstar30 rating,2020/6/12,大多数老粉第一反应就是想起了迷迭香。这首小品量级作为首单令人担心新专了,0,0
含曉放。,https://www.douban.com/people/hanxiaofang/,user-stars allstar50 rating,2020/6/12,只因有你真好。,2,1
嘿,https://www.douban.com/people/jwy/,user-stars allstar40 rating,2020/6/12,那部纪录片叫什么来着？一群古巴玩音乐的好家们！,0,1
sudo,https://www.douban.com/people/153934534/,user-stars allstar30 rating,2020/6/12,周杰伦现在最大的问题是过于油腻...,2,0
谢流放,https://www.douban.com/people/152766437/,user-stars allstar30 rating,2020/6/12,难道不应该是“而我的奶茶，糖不用太多”吗？,1,0
龙舌头??,https://www.douban.com/people/amore019/,user-stars allstar40 rating,2020/6/12,客观3.3，感情分3.5星。,2,0
Bruno,https://www.douban.com/people/shousixiansheng/,user-stars allstar30 rating,2020/6/12,...,0,0
Ratatat,https://www.douban.com/people/166406617/,user-stars allstar20 rating,2020/6/12,听之前很期待...结果旋律词编曲mv都很平庸...,0,0
Mce,https://www.douban.com/people/8693580/,user-stars allstar50 rating,2020/6/12,迷迭香回来了？,2,0
augustX,https://www.douban.com/people/217505250/,user-stars allstar20 rating,2020/6/12,不好听 ，2020年了这种曲风真的太土了mv油得看了三秒就关掉，情怀当饭吃可以一次两次次数多了会消化不良，别再消费歌迷对你的溺爱了。,2,0
自猪世界,https://www.douban.com/people/80664818/,user-stars allstar30 rating,2020/6/12,还可以，没有什么纰漏，就是古典器乐用得放现在有点土气了，周杰伦音乐一直没有进化。你现在要我听他写一首苦情我也会烦的，这样一首偶尔听听还行,0,1
D1920,https://www.douban.com/people/daisylikeu/,user-stars allstar50 rating,2020/6/12,咻～,0,1
葡萄大丸仔,https://www.douban.com/people/187035787/,user-stars allstar30 rating,2020/6/12,一般。但比起之前两首玩票的歌好多了,0,1
Luigi,https://www.douban.com/people/75849450/,user-stars allstar40 rating,2020/6/12,不是他粉丝，但觉得编曲很OK,2,2
半島,https://www.douban.com/people/by.land/,,2020/6/12,柯有伦已经沦落到mv镜头比浪花兄弟还少的地步了吗，总是一闪而过要不就被杰伦挡住,0,1
Silhouette,https://www.douban.com/people/134642429/,user-stars allstar40 rating,2020/6/12,比之前好太多了,2,2
阿默040,https://www.douban.com/people/linlin040/,user-stars allstar20 rating,2020/6/12,感觉作词的在随随便便地玩，唱歌的在也随随便便地玩，伴奏伴舞的呆呆地玩,3,0
未注销,https://www.douban.com/people/shnix/,user-stars allstar30 rating,2020/6/12,不太好听也不难听，比哥练的胸肌好。,2,1
河力布,https://www.douban.com/people/43486975/,user-stars allstar20 rating,2020/6/12,只能说太幸福太有钱会影响艺术创作。现在一年一歌就是为了保持热度和收割新生代，80末90初已经不是目标受众了。,1,0
柚子,https://www.douban.com/people/50924720/,user-stars allstar50 rating,2020/6/12,节奏感好到想抖腿,1,2
????,https://www.douban.com/people/unnanae/,user-stars allstar30 rating,2020/6/12,我还是保留意见，转做电影配乐吧，运气好能刷新逼格，歌吧，偶尔唱唱就好，现在发声太腻了…,1,0
Syd Berg,https://www.douban.com/people/87769477/,user-stars allstar20 rating,2020/6/12,实属一般……我对周某人爱不动,1,0
哈狸斯,https://www.douban.com/people/50056164/,user-stars allstar20 rating,2020/6/12,听到歌前奏就知道MV会是什么展开了，仔细一看还真是，类似于速度与激情里跑到古巴or迪拜开跑车满足美国人民对第三世界的幻想,1,0
居无间,https://www.douban.com/people/juwujian/,user-stars allstar40 rating,2020/6/12,和周杰伦近几年的歌曲相比，这首歌属于超常发挥。,2,2
Mr.morning,https://www.douban.com/people/5592925/,user-stars allstar50 rating,2020/6/12,甜,0,2
刀锋,https://www.douban.com/people/hellomybluelife/,user-stars allstar30 rating,2020/6/12,我爱… 花衬衫？,1,0
鸢尾纹章,https://www.douban.com/people/iris819/,user-stars allstar30 rating,2020/6/12,中间的几句rap让人恍然有种回到过去的感觉，vocal还是平了，比之前几首好。,0,2
我记得你说,https://www.douban.com/people/181093165/,user-stars allstar40 rating,2020/6/12,那些大热的数字单曲用来干啥的？送人的??,1,0
Grey,https://www.douban.com/people/57921714/,user-stars allstar20 rating,2020/6/12,可惜的是他越来越习惯呆在自己的舒适区了，歌只要不烂大伙就满足了，最无法忍受的是怎么把哈瓦那拍成这个样子，仿佛套上了个奶油滤镜，太难受了,1,0
形而至上,https://www.douban.com/people/66540341/,user-stars allstar50 rating,2020/6/12,能循环一上午，除了悦耳度之外，已经不要求更多。再好的立意，再先锋的音乐理念，如果不能让我听下去，又有什么意义？？,0,1
。,https://www.douban.com/people/176869630/,user-stars allstar30 rating,2020/6/12,低配迷迭香 不进则退,3,1
buzi?,https://www.douban.com/people/bubuzd/,user-stars allstar30 rating,2020/6/12,听一种情怀,0,1
游游游,https://www.douban.com/people/subarashii0422/,user-stars allstar30 rating,2020/6/12,比之前几首好多了，轻轻松松的。,0,2
Remedios,https://www.douban.com/people/167873407/,user-stars allstar50 rating,2020/6/12,有以前内味了,2,2
咸菜帮老大,https://www.douban.com/people/xiancaibang/,user-stars allstar20 rating,2020/6/12,无趣。,1,0
毛毛毛毛毛多多,https://www.douban.com/people/maomaoshort/,user-stars allstar30 rating,2020/6/12,果然还是感情生活太滋润 已经写不出伤心情歌 《迷迭香》姐妹歌曲,0,0
dikseg,https://www.douban.com/people/4256465/,user-stars allstar30 rating,2020/6/12,比《我是如此相信》好多了。,1,1
涂森破,https://www.douban.com/people/202962289/,,2020/6/12,好腻啊好腻啊太腻了，默默打开听几遍,1,0
秋痕踏拓,https://www.douban.com/people/29119990/,user-stars allstar40 rating,2020/6/12,三星半。,0,1
若欢乐,https://www.douban.com/people/63630310/,user-stars allstar30 rating,2020/6/12,14:26。Single。穷的我只能去抖音看视频完整版。江郎才尽，可以理解。,0,0
黄柑柑,https://www.douban.com/people/hyming/,user-stars allstar20 rating,2020/6/12,怕是不得行哦,0,0
train123,https://www.douban.com/people/trainezyy/,,2020/6/12,三年来最好的一首(？) 开场ok的就是副歌写得无趣了 低配拉丁迷迭香(？,0,1
竹淡刻骨,https://www.douban.com/people/47029943/,user-stars allstar30 rating,2020/6/12,只有周氏说唱的部分有点喜欢，以及看完MV好想去古巴。前几天有小朋友说喜欢周杰伦的情歌因为“哀而不伤”。我在同学们大范围喜欢他的中学时代对他感觉一般，就是因为太青春太不现实了，也不知道那时候十几岁的我如何就看不起适合我年龄的作品，大概少年都想装老成。如今周董自己已是不惑之年，思想或者说写歌心态还停留在他二十岁的时候。不知道该羡慕他心态永远年轻还是叹息他从来没有成熟。一向喜欢中老年男子作品的本人大概不会是他的目标听众了。,1,1
